CheckpointID,View,Level 1,Level 1 Code,Level 2,Level 2 Code,Level 3,Level 3 Code,Level 4,Level 4 Code,Amount
Current,1,Info Tech & Workplace,827369792,Service Delivery,575882944,403120 - IT Service Delivery,403120,Long Service Leave,500110,"273,871.20"
Current,1,Info Tech & Workplace,827369792,Service Delivery,575882944,403120 - IT Service Delivery,403120,Meetings,530105,471.08
Current,1,Info Tech & Workplace,827369792,Service Delivery,575882944,403120 - IT Service Delivery,403120,Minor Acquisitions ( < $5000),510400,"1,603.68"
Current,1,Info Tech & Workplace,827369792,Service Delivery,575882944,403120 - IT Service Delivery,403120,MV Fuel & Oil,500500,128
Current,1,Info Tech & Workplace,827369792,Service Delivery,575882944,403120 - IT Service Delivery,403120,MV Hire & other MV cost - FBT,500550,41.36
Current,1,Info Tech & Workplace,827369792,Service Delivery,575882944,403120 - IT Service Delivery,403120,MV Registration,500520,694.91
Current,1,Info Tech & Workplace,827369792,Service Delivery,575882944,403120 - IT Service Delivery,403120,NBV of SW Sold,579900,"4,851.31"
Current,1,Info Tech & Workplace,827369792,Service Delivery,575882944,403120 - IT Service Delivery,403120,Non-recoverable disputed expenditure,555000,0
Current,1,Info Tech & Workplace,827369792,Service Delivery,575882944,403120 - IT Service Delivery,403120,Office Consumables & Stationery,510000,"91,155.92"
Current,1,Info Tech & Workplace,827369792,Service Delivery,575882944,403120 - IT Service Delivery,403120,OHS & Medical,530330,"3,336.82"
Current,1,Info Tech & Workplace,827369792,Service Delivery,575882944,403120 - IT Service Delivery,403120,Other Allowances,500430,22.19
Current,1,Info Tech & Workplace,827369792,Service Delivery,575882944,403120 - IT Service Delivery,403120,Other Vehicle Costs,500530,"4,252.63"
Current,1,Info Tech & Workplace,827369792,Service Delivery,575882944,403120 - IT Service Delivery,403120,Other Vehicle Costs (Comcar),520040,"4,644.99"
Current,1,Info Tech & Workplace,827369792,Service Delivery,575882944,403120 - IT Service Delivery,403120,Overtime,500020,"40,713.93"
Current,1,Info Tech & Workplace,827369792,Service Delivery,575882944,403120 - IT Service Delivery,403120,Professional Memberships,530300,"7,979.09"
Current,1,Info Tech & Workplace,827369792,Service Delivery,575882944,403120 - IT Service Delivery,403120,Provision of Interagency ITC Serv – GNSB USE ONLY,507050,"50,159.69"
Current,1,Info Tech & Workplace,827369792,Service Delivery,575882944,403120 - IT Service Delivery,403120,Publishing & Printing,510010,"4,299.52"
Current,1,Info Tech & Workplace,827369792,Service Delivery,575882944,403120 - IT Service Delivery,403120,Recreation Leave,500100,"719,264.70"
Current,1,Info Tech & Workplace,827369792,Service Delivery,575882944,403120 - IT Service Delivery,403120,Recruitment,507400,"38,945.00"
Current,1,Info Tech & Workplace,827369792,Service Delivery,575882944,403120 - IT Service Delivery,403120,Repairs & Maintenance - General,560500,129.09
Current,1,Info Tech & Workplace,827369792,Service Delivery,575882944,403120 - IT Service Delivery,403120,Repairs & Maintenance - non Property Assets,520100,"312,251.40"
Current,1,Info Tech & Workplace,827369792,Service Delivery,575882944,403120 - IT Service Delivery,403120,Salary/Wages,500000,"8,501,571.00"
Current,1,Info Tech & Workplace,827369792,Service Delivery,575882944,403120 - IT Service Delivery,403120,Security,520300,"55,800.00"
Current,1,Info Tech & Workplace,827369792,Service Delivery,575882944,403120 - IT Service Delivery,403120,Separation and Redundancy,500300,"77,866.19"
Current,1,Info Tech & Workplace,827369792,Service Delivery,575882944,403120 - IT Service Delivery,403120,Subscriptions and Non Professional Memberships,530200,"91,819.78"
Current,1,Info Tech & Workplace,827369792,Service Delivery,575882944,403120 - IT Service Delivery,403120,TOIL Employee Expenses,500120,"104,495.50"
Current,1,Info Tech & Workplace,827369792,Service Delivery,575882944,403120 - IT Service Delivery,403120,Training - Core Skills,510500,"5,343.73"
Current,1,Info Tech & Workplace,827369792,Service Delivery,575882944,403120 - IT Service Delivery,403120,Training - Technical/ Specialised,510540,"62,325.15"
Current,1,Info Tech & Workplace,827369792,Service Delivery,575882944,403120 - IT Service Delivery,403120,Training - WOG,510520,96.61
Current,1,Technology & Procurement,845638464,Govt Network Services,969321152,503420 - Procurement Services,503420,Employer Super Contributions,500200,"40,314.70"
Current,1,Technology & Procurement,845638464,Govt Network Services,969321152,503420 - Procurement Services,503420,Expenses Paid in Absence,555010,634.2
Current,1,Technology & Procurement,845638464,Govt Network Services,969321152,503420 - Procurement Services,503420,IT Internal Charges,540200,0
Current,1,Technology & Procurement,845638464,Govt Network Services,969321152,503420 - Procurement Services,503420,Long Service Leave,500110,"11,852.46"
Current,1,Technology & Procurement,845638464,Govt Network Services,969321152,503420 - Procurement Services,503420,Office Consumables & Stationery,510000,22.45
Current,1,Technology & Procurement,845638464,Govt Network Services,969321152,503420 - Procurement Services,503420,OHS & Medical,530330,522.73
Current,1,Technology & Procurement,845638464,Govt Network Services,969321152,503420 - Procurement Services,503420,Recreation Leave,500100,"18,785.05"
Current,1,Technology & Procurement,845638464,Govt Network Services,969321152,503420 - Procurement Services,503420,Salary/Wages,500000,"207,122.10"
Current,1,Technology & Procurement,845638464,Procure Policy & Advice,20275294,204100 - Procurement Policy,204100,Bank Charges,550100,576.7
Current,1,Technology & Procurement,845638464,Procure Policy & Advice,20275294,204100 - Procurement Policy,204100,CO Indirect Charges Depreciation,599700,"251,748.70"
Current,1,Technology & Procurement,845638464,Procure Policy & Advice,20275294,204100 - Procurement Policy,204100,Communications - Phones and Fax,510200,"3,089.21"
Current,1,Technology & Procurement,845638464,Procure Policy & Advice,20275294,204100 - Procurement Policy,204100,Conferences,530100,"149,258.80"
Current,1,Technology & Procurement,845638464,Procure Policy & Advice,20275294,204100 - Procurement Policy,204100,Contractors - Service Fee,504200,"249,486.60"
Current,1,Technology & Procurement,845638464,Procure Policy & Advice,20275294,204100 - Procurement Policy,204100,Dom Travel - Accommodation Meals & Incidentals,502200,"8,263.29"
Current,1,Technology & Procurement,845638464,Procure Policy & Advice,20275294,204100 - Procurement Policy,204100,Domestic Travel - Fares,502000,"7,162.40"
Current,1,Technology & Procurement,845638464,Procure Policy & Advice,20275294,204100 - Procurement Policy,204100,Employer Super Contributions,500200,"351,483.40"
Current,1,Technology & Procurement,845638464,Procure Policy & Advice,20275294,204100 - Procurement Policy,204100,Expenses Paid in Absence,555010,"-8,303.64"
Current,1,Technology & Procurement,845638464,Procure Policy & Advice,20275294,204100 - Procurement Policy,204100,IT Maintenance & Support,507000,"139,894.40"
Current,1,Technology & Procurement,845638464,Procure Policy & Advice,20275294,204100 - Procurement Policy,204100,Late payment and other charges,550400,83.32
Current,1,Technology & Procurement,845638464,Procure Policy & Advice,20275294,204100 - Procurement Policy,204100,Legal Fees,505000,"7,024.20"
Current,1,Technology & Procurement,845638464,Procure Policy & Advice,20275294,204100 - Procurement Policy,204100,Long Service Leave,500110,"66,610.03"
Current,1,Technology & Procurement,845638464,Procure Policy & Advice,20275294,204100 - Procurement Policy,204100,Meetings,530105,"12,929.55"
Current,1,Technology & Procurement,845638464,Procure Policy & Advice,20275294,204100 - Procurement Policy,204100,Minor Acquisitions ( < $5000),510400,528.59
Current,1,Technology & Procurement,845638464,Procure Policy & Advice,20275294,204100 - Procurement Policy,204100,Non-consultancy legal expenses,505300,"23,468.33"
Current,1,Technology & Procurement,845638464,Procure Policy & Advice,20275294,204100 - Procurement Policy,204100,Non-recoverable disputed expenditure,555000,545.35
Current,1,Technology & Procurement,845638464,Procure Policy & Advice,20275294,204100 - Procurement Policy,204100,Office Consumables & Stationery,510000,"1,101.76"
Current,1,Technology & Procurement,845638464,Procure Policy & Advice,20275294,204100 - Procurement Policy,204100,OHS & Medical,530330,365.72
Current,1,Technology & Procurement,845638464,Procure Policy & Advice,20275294,204100 - Procurement Policy,204100,OS Travel - Accommodation Meals & Incidentals,503200,"23,660.33"
Current,1,Technology & Procurement,845638464,Procure Policy & Advice,20275294,204100 - Procurement Policy,204100,Other Vehicle Costs,500530,5.59
Current,1,Technology & Procurement,845638464,Procure Policy & Advice,20275294,204100 - Procurement Policy,204100,Overseas Travel - Allowances,503100,460.29
Current,1,Technology & Procurement,845638464,Procure Policy & Advice,20275294,204100 - Procurement Policy,204100,Overseas Travel - Fares,503000,"27,727.18"
Current,1,Technology & Procurement,845638464,Procure Policy & Advice,20275294,204100 - Procurement Policy,204100,Overtime,500020,179.85
Current,1,Technology & Procurement,845638464,Procure Policy & Advice,20275294,204100 - Procurement Policy,204100,Professional Memberships,530300,"2,354.58"
Current,1,Technology & Procurement,845638464,Procure Policy & Advice,20275294,204100 - Procurement Policy,204100,Publishing & Printing,510010,"3,685.39"
Current,1,Technology & Procurement,845638464,Procure Policy & Advice,20275294,204100 - Procurement Policy,204100,Recreation Leave,500100,"163,539.50"
Current,1,Technology & Procurement,845638464,Procure Policy & Advice,20275294,204100 - Procurement Policy,204100,Recruitment,507400,"6,430.00"
Current,1,Technology & Procurement,845638464,Procure Policy & Advice,20275294,204100 - Procurement Policy,204100,Salary/Wages,500000,"1,832,190.00"
Current,1,Technology & Procurement,845638464,Procure Policy & Advice,20275294,204100 - Procurement Policy,204100,Separation and Redundancy,500300,"70,637.00"
Current,1,Technology & Procurement,845638464,Procure Policy & Advice,20275294,204100 - Procurement Policy,204100,Subscriptions and Non Professional Memberships,530200,533.1
Current,1,Technology & Procurement,845638464,Procure Policy & Advice,20275294,204100 - Procurement Policy,204100,TOIL Employee Expenses,500120,"25,088.10"
Current,1,Technology & Procurement,845638464,Procure Policy & Advice,20275294,204100 - Procurement Policy,204100,Training - Core Skills,510500,"18,099.87"
Current,1,Technology & Procurement,845638464,Procure Policy & Advice,20275294,204100 - Procurement Policy,204100,Training - Technical/ Specialised,510540,"5,628.80"
Current,1,Technology & Procurement,845638464,Procure Policy & Advice,20275294,204100 - Procurement Policy,204100,Training - WOG,510520,540.91
Current,2, Ungrouped,-4, Unclassified,,Accounts Payable,01.02.01,501110 - CFO,501110,"417,423.90"
Current,2, Ungrouped,-4, Unclassified,,Accounts Receivable,01.02.02,501110 - CFO,501110,"174,003.80"
Current,2, Ungrouped,-4, Unclassified,,All Corporate Services Overheads,02.01.01,402350 - Corporate Services Executive,402350,"710,647.30"
Current,2, Ungrouped,-4, Unclassified,,All Corporate Services Overheads,02.01.01,402615 - Property Services,402615,"3,109,073.00"
Current,2, Ungrouped,-4, Unclassified,,All Corporate Services Overheads,02.01.01,404110 - BES Executive,404110,"627,631.90"
Current,2, Ungrouped,-4, Unclassified,,All Corporate Services Overheads,02.01.01,502160 - Comcare Premium,502160,"118,851.80"
Current,2, Ungrouped,-4, Unclassified,,Asset Management,01.02.03,501110 - CFO,501110,"174,003.80"
Current,2, Ungrouped,-4, Unclassified,,Assurance & Audit,01.01.01,402630 - Enterprise Management Office,402630,"510,524.70"
Current,2, Ungrouped,-4, Unclassified,,Assurance & Audit,01.01.01,404650 - Legal Services,404650,"986,890.10"
Current,2, Ungrouped,-4, Unclassified,,Assurance & Audit,01.01.01,501110 - CFO,501110,"208,712.00"
Current,2, Ungrouped,-4, Unclassified,,Budgeting,01.02.04,501110 - CFO,501110,"665,009.00"
Current,2, Ungrouped,-4, Unclassified,,Communications & Media,01.01.02,402410 - Communications & Public Affairs,402410,"2,147,208.00"
Current,2, Ungrouped,-4, Unclassified,,Communications & Media,01.01.02,402440 - Comms and Public Affairs Executive,402440,611.17
Current,2, Ungrouped,-4, Unclassified,,Contact Centres,01.01.03,403120 - IT Service Delivery,403120,"1,146,787.00"
Current,2, Ungrouped,-4, Unclassified,,Contract Management & Procurement,01.02.05,204100 - Procurement Policy,204100,"506,512.80"
Current,9,Direct Sevice Delivery Activities,42797268,Corporate Services Functions,,Assurance & Audit,01.01.01,501110 - CFO,501110,"208,712.00"
Current,9,Direct Sevice Delivery Activities,42797268,Corporate Services Functions,,Communications & Media,01.01.02,402410 - Communications & Public Affairs,402410,"2,147,208.00"
Current,9,Direct Sevice Delivery Activities,42797268,Corporate Services Functions,,Communications & Media,01.01.02,402440 - Comms and Public Affairs Executive,402440,611.17
Current,9,Direct Sevice Delivery Activities,42797268,Corporate Services Functions,,Contact Centres,01.01.03,403120 - IT Service Delivery,403120,"1,146,787.00"
Current,9,Direct Sevice Delivery Activities,42797268,Corporate Services Functions,,Fleet Management,01.01.04,403120 - IT Service Delivery,403120,"62,536.68"
Current,9,Direct Sevice Delivery Activities,42797268,Corporate Services Functions,,Information Management,01.01.05,403120 - IT Service Delivery,403120,"874,396.80"
Current,9,Direct Sevice Delivery Activities,42797268,Corporate Services Functions,,Legal Services,01.01.06,404650 - Legal Services,404650,"1,859,074.00"
Current,9,Direct Sevice Delivery Activities,42797268,Corporate Services Functions,,Other Corporate Services,01.01.07,402460 - Parliamentary and Coordination Exec,402460,"538,505.90"
Current,9,Direct Sevice Delivery Activities,42797268,Corporate Services Functions,,Other Corporate Services,01.01.07,402465 - Parliamentary Liaison and Coordination,402465,"401,184.30"
Current,9,Direct Sevice Delivery Activities,42797268,Corporate Services Functions,,Other Corporate Services,01.01.07,402630 - Enterprise Management Office,402630,"111,635.20"
Current,9,Direct Sevice Delivery Activities,42797268,Corporate Services Functions,,Parliamentary Services,01.01.08,402453 - Members & Senators Support Unit,402453,"46,542.61"
Current,9,Direct Sevice Delivery Activities,42797268,Corporate Services Functions,,Parliamentary Services,01.01.08,402460 - Parliamentary and Coordination Exec,402460,"719,685.60"
Current,9,Direct Sevice Delivery Activities,42797268,Corporate Services Functions,,Parliamentary Services,01.01.08,402465 - Parliamentary Liaison and Coordination,402465,"710,129.60"
Current,9,Direct Sevice Delivery Activities,42797268,Corporate Services Functions,,Property Services,01.01.09,403120 - IT Service Delivery,403120,"705,771.20"
Current,9,Direct Sevice Delivery Activities,42797268,Financial Services Functions,,Accounts Payable,01.02.01,501110 - CFO,501110,"417,423.90"
Current,9,Direct Sevice Delivery Activities,42797268,Financial Services Functions,,Accounts Receivable,01.02.02,501110 - CFO,501110,"174,003.80"
Current,9,Direct Sevice Delivery Activities,42797268,Financial Services Functions,,Asset Management,01.02.03,501110 - CFO,501110,"174,003.80"
Current,9,Direct Sevice Delivery Activities,42797268,Financial Services Functions,,Budgeting,01.02.04,501110 - CFO,501110,"665,009.00"
Current,9,Direct Sevice Delivery Activities,42797268,Financial Services Functions,,Contract Management & Procurement,01.02.05,204100 - Procurement Policy,204100,"506,512.80"
Current,9,Direct Sevice Delivery Activities,42797268,Financial Services Functions,,Contract Management & Procurement,01.02.05,402630 - Enterprise Management Office,402630,"73,316.70"
Current,9,Direct Sevice Delivery Activities,42797268,Financial Services Functions,,Contract Management & Procurement,01.02.05,501110 - CFO,501110,"39,335.96"
Current,9,Direct Sevice Delivery Activities,42797268,Financial Services Functions,,Contract Management & Procurement,01.02.05,503420 - Procurement Services,503420,"279,253.70"
Current,9,Direct Sevice Delivery Activities,42797268,Financial Services Functions,,Credit Card Management,01.02.06,501110 - CFO,501110,"65,251.41"
Current,9,Direct Sevice Delivery Activities,42797268,Financial Services Functions,,Financial Policy & Advice,01.02.07,402630 - Enterprise Management Office,402630,"201,912.60"
Current,9,Direct Sevice Delivery Activities,42797268,Financial Services Functions,,Financial Policy & Advice,01.02.07,501110 - CFO,501110,"204,547.00"
Current,9,Direct Sevice Delivery Activities,42797268,Financial Services Functions,,Financial Reporting,01.02.08,501110 - CFO,501110,"1,427,201.00"
Current,9,Direct Sevice Delivery Activities,42797268,Financial Services Functions,,Ledger Management,01.02.09,501110 - CFO,501110,"395,673.40"
Current,9,Direct Sevice Delivery Activities,42797268,Financial Services Functions,,Other Financial Services,01.02.10,501110 - CFO,501110,"186,961.50"
Current,9,Direct Sevice Delivery Activities,42797268,Financial Services Functions,,Taxation,01.02.11,501110 - CFO,501110,"143,460.50"
Current,9,Direct Sevice Delivery Activities,42797268,Financial Services Functions,,Travel,01.02.12,403120 - IT Service Delivery,403120,"62,536.68"
Current,9,Direct Sevice Delivery Activities,42797268,Financial Services Functions,,Treasury,01.02.13,501110 - CFO,501110,"265,170.60"
Current,9,Direct Sevice Delivery Activities,42797268,Human Resource Services Functions,,Employee Relations,01.03.01,402710 - People,402710,"1,156,759.00"
Current,9,Direct Sevice Delivery Activities,42797268,Human Resource Services Functions,,HR Policy & Advice,01.03.02,402710 - People,402710,"272,820.40"
Current,9,Direct Sevice Delivery Activities,42797268,Human Resource Services Functions,,HR Reporting & Analysis,01.03.03,402710 - People,402710,"414,687.10"
Current,9,Direct Sevice Delivery Activities,42797268,Human Resource Services Functions,,HR Strategy & Planning,01.03.04,402710 - People,402710,"616,574.20"
Current,9,Direct Sevice Delivery Activities,42797268,Human Resource Services Functions,,Learning & Development,01.03.05,402710 - People,402710,"933,045.90"
Current,9,Direct Sevice Delivery Activities,42797268,Human Resource Services Functions,,Learning & Development,01.03.05,402810 - Learning & Development,402810,"1,878,647.00"
Current,9,Direct Sevice Delivery Activities,42797268,Human Resource Services Functions,,Other HR Services,01.03.06,402710 - People,402710,"551,097.30"
Current,9,Direct Sevice Delivery Activities,42797268,Human Resource Services Functions,,Pay & Conditions,01.03.07,402710 - People,402710,"960,327.90"
Current,9,Direct Sevice Delivery Activities,42797268,Human Resource Services Functions,,Recruitment,01.03.09,402710 - People,402710,"551,097.30"
Current,9,ERP Activites,899894848,ERP,,ERP - Aurion,03.01.05,403120 - IT Service Delivery,403120,"341,243.00"
Current,9,ERP Activites,899894848,ERP,,ERP - SAP,03.01.04,403120 - IT Service Delivery,403120,"1,514,525.00"
Current,9,Major Projects,328919168,Major Projects,,Major Projects1,04.01.01,403130 - IT Professional Services,403130,"8,242,694.00"
Current,9,Other Non Corporate Activities,282148704,Other Non Corporate,,Other Non Corporate - Comcare Premium,05.01.02,204100 - Procurement Policy,204100,"2,687,816.00"
Current,9,Other Non Corporate Activities,282148704,Other Non Corporate,,Other Non Corporate - Comcare Premium,05.01.02,502160 - Comcare Premium,502160,"449,817.20"
Current,9,Other Non Corporate Activities,282148704,Other Non Corporate,,Other Non Corporate - Comcover Premium,05.01.01,502170 - Comcover Premium,502170,"415,170.50"
Current,9,Other Non Corporate Activities,282148704,Other Non Corporate,,Other Non Corporate - Other,05.01.04,402615 - Property Services,402615,"891,486.70"
Current,9,Other Non Corporate Activities,282148704,Other Non Corporate,,Other Non Corporate - Other,05.01.04,403120 - IT Service Delivery,403120,"23,540,010.00"
Current,9,Other Non Corporate Activities,282148704,Other Non Corporate,,Other Non Corporate - Other,05.01.04,501110 - CFO,501110,"285,550.60"
Current,9,Other Non Corporate Activities,282148704,Other Non Corporate,,Other Non Corporate - POE,05.01.03,402615 - Property Services,402615,"11,766,870.00"
Current,9,Overhead Cost Pools,949256384,All Corporate Services Overheads,,All Corporate Services Overheads,02.01.01,402350 - Corporate Services Executive,402350,"710,647.30"
Current,9,Overhead Cost Pools,949256384,All Corporate Services Overheads,,All Corporate Services Overheads,02.01.01,402615 - Property Services,402615,"3,109,073.00"
Current,9,Overhead Cost Pools,949256384,All Corporate Services Overheads,,All Corporate Services Overheads,02.01.01,404110 - BES Executive,404110,"627,631.90"
Current,9,Overhead Cost Pools,949256384,All Corporate Services Overheads,,All Corporate Services Overheads,02.01.01,502160 - Comcare Premium,502160,"118,851.80"
Current,9,Pass Through,798897728,Pass Through,,Pass Through - Depreciation/Amortisation,06.01.01,204100 - Procurement Policy,204100,"251,748.70"
Current,9,Pass Through,798897728,Pass Through,,Pass Through - Depreciation/Amortisation,06.01.01,402350 - Corporate Services Executive,402350,0
Current,9,Pass Through,798897728,Pass Through,,Pass Through - Depreciation/Amortisation,06.01.01,402410 - Communications & Public Affairs,402410,-300
Current,9,Pass Through,798897728,Pass Through,,Pass Through - Depreciation/Amortisation,06.01.01,402440 - Comms and Public Affairs Executive,402440,0
Current,9,Pass Through,798897728,Pass Through,,Pass Through - Depreciation/Amortisation,06.01.01,402615 - Property Services,402615,0
Current,9,Pass Through,798897728,Pass Through,,Pass Through - Depreciation/Amortisation,06.01.01,402710 - People,402710,0
Current,9,Pass Through,798897728,Pass Through,,Pass Through - Depreciation/Amortisation,06.01.01,403120 - IT Service Delivery,403120,"-903,164.40"
Current,9,Pass Through,798897728,Pass Through,,Pass Through - Depreciation/Amortisation,06.01.01,403130 - IT Professional Services,403130,"639,490.10"
Current,9,Pass Through,798897728,Pass Through,,Pass Through - NBV of assets sold,06.01.02,402410 - Communications & Public Affairs,402410,300
Current,9,Pass Through,798897728,Pass Through,,Pass Through - NBV of assets sold,06.01.02,403120 - IT Service Delivery,403120,"4,851.31"
Current,9,Pass Through,798897728,Pass Through,,Pass Through - NBV of assets sold,06.01.02,403130 - IT Professional Services,403130,"12,869.16"
Current,3,2015-16,862492800,Financial Services,,Contract Management & Procurement,01.02.05.00,Contract Management & Procurement,01.02.05,"898,419.10"
Current,3,2015-16,862492800,Financial Services,,Credit Card Management,01.02.06.00,All Corporate Services Overheads,02.01.01,"15,525.09"
Current,5,01.02.Financial Services,862492800,Financial Services,,Accounts Receivable,,Unit Count (Documents Processed),,"7,832.00"
Current,5,01.02.Financial Services,862492800,Financial Services,,Asset Management,,Unit Count (Active Assets),,"1,452.00"
Current,5,01.02.Financial Services,862492800,Financial Services,,Budgeting,,Unit Count (Hours of Service),,"6,860.87"
Current,5,01.02.Financial Services,862492800,Financial Services,,Contract Management & Procurement,,Unit Count (Hours of Service),,"9,327.81"
Current,5,01.02.Financial Services,862492800,Financial Services,,Credit Card Management,,Unit Count (Credit Cards),,205
Current,5,01.02.Financial Services,862492800,Financial Services,,Financial Policy & Advice,,Unit Count (Hours of Service),,"3,417.10"
Current,5,01.02.Financial Services,862492800,Financial Services,,Financial Reporting,,Unit Count (Hours of Service),,"14,724.37"
Current,5,01.02.Financial Services,862492800,Financial Services,,Ledger Management,,Unit Count (Hours of Service),,"4,082.15"
Current,5,01.02.Financial Services,862492800,Financial Services,,Other Financial Services,,Unit Count (Hours of Service),,"1,928.87"
Current,5,01.02.Financial Services,862492800,Financial Services,,Taxation,,Unit Count (Hours of Service),,"1,480.08"
Current,5,01.02.Financial Services,862492800,Financial Services,,Travel,,Unit Count (Trips),,"2,060.00"
Current,5,01.02.Financial Services,862492800,Financial Services,,Treasury,,Unit Count (Hours of Service),,"2,735.75"
Current,5,01.03.Human Resource Services,132117152,Human Resource Services,,Employee Relations,,Unit Count (Hours of Service),,"10,698.28"
Current,5,01.03.Human Resource Services,132117152,Human Resource Services,,HR Policy & Advice,,Unit Count (Hours of Service),,"2,523.18"
Current,5,01.03.Human Resource Services,132117152,Human Resource Services,,HR Reporting & Analysis,,Unit Count (Hours of Service),,"3,835.23"
Current,5,01.03.Human Resource Services,132117152,Human Resource Services,,HR Strategy & Planning,,Unit Count (Hours of Service),,"5,702.39"
Current,5,01.03.Human Resource Services,132117152,Human Resource Services,,Learning & Development,,Unit Count (Hours of Service),,"10,200.08"
Current,5,01.03.Human Resource Services,132117152,Human Resource Services,,Other HR Services,,Unit Count (Hours of Service),,"5,096.82"
Current,5,01.03.Human Resource Services,132117152,Human Resource Services,,Pay & Conditions,,Unit Count (Pays),,"50,813.00"
Current,5,01.03.Human Resource Services,132117152,Human Resource Services,,Recruitment,,Unit Count (Recruitments),,301
Current,5,03.01.ERP Services,965260992,ERP,,ERP - Aurion,,Unit Count (),,0
Current,5,03.01.ERP Services,965260992,ERP,,ERP - SAP,,Unit Count (),,0
Current,5,04.01.Major Projects,260293120,Major Projects,,Major Projects1,,Unit Count (Total Cost),,0
Current,5,04.01.Major Projects,260293120,Major Projects,,Major Projects2,,Unit Count (Total Cost),,0
Current,5,04.01.Major Projects,260293120,Major Projects,,Major Projects3,,Unit Count (Total Cost),,0
Current,5,04.01.Major Projects,260293120,Major Projects,,Major Projects4,,Unit Count (Total Cost),,0
Current,5,04.01.Major Projects,260293120,Major Projects,,Major Projects5,,Unit Count (Total Cost),,0
Current,5,05.01.Other Non Corporate,118844744,Other Non Corporate,,Other Non Corporate - Comcare Premium,,Unit Count (Total Cost),,0
Current,5,05.01.Other Non Corporate,118844744,Other Non Corporate,,Other Non Corporate - Comcover Premium,,Unit Count (Total Cost),,0
Current,5,05.01.Other Non Corporate,118844744,Other Non Corporate,,Other Non Corporate - Other,,Unit Count (Total Cost),,0
Current,5,05.01.Other Non Corporate,118844744,Other Non Corporate,,Other Non Corporate - POE,,Unit Count (Total Cost),,0
Current,5,05.01.Other Non Corporate,118844744,Other Non Corporate,,Other Non Corporate5,,Unit Count (Total Cost),,0
Current,5,06.01.Pass Through,704863936,Pass Through,,Pass Through - Depreciation/Amortisation,,Unit Count (Total Cost),,0
Current,5,06.01.Pass Through,704863936,Pass Through,,Pass Through - NBV of assets sold,,Unit Count (Total Cost),,0
Current,2, Ungrouped,-4, Unclassified,,Contract Management & Procurement,01.02.05,402630 - Enterprise Management Office,402630,"73,316.70"
Current,2, Ungrouped,-4, Unclassified,,Contract Management & Procurement,01.02.05,501110 - CFO,501110,"39,335.96"
Current,2, Ungrouped,-4, Unclassified,,Contract Management & Procurement,01.02.05,503420 - Procurement Services,503420,"279,253.70"
Current,2, Ungrouped,-4, Unclassified,,Credit Card Management,01.02.06,501110 - CFO,501110,"65,251.41"
Current,2, Ungrouped,-4, Unclassified,,Employee Relations,01.03.01,402710 - People,402710,"1,156,759.00"
Current,2, Ungrouped,-4, Unclassified,,ERP - Aurion,03.01.05,403120 - IT Service Delivery,403120,"341,243.00"
Current,2, Ungrouped,-4, Unclassified,,ERP - SAP,03.01.04,403120 - IT Service Delivery,403120,"1,514,525.00"
Current,2, Ungrouped,-4, Unclassified,,Financial Policy & Advice,01.02.07,402630 - Enterprise Management Office,402630,"201,912.60"
Current,2, Ungrouped,-4, Unclassified,,Financial Policy & Advice,01.02.07,501110 - CFO,501110,"204,547.00"
Current,2, Ungrouped,-4, Unclassified,,Financial Reporting,01.02.08,501110 - CFO,501110,"1,427,201.00"
Current,2, Ungrouped,-4, Unclassified,,Fleet Management,01.01.04,403120 - IT Service Delivery,403120,"62,536.68"
Current,2, Ungrouped,-4, Unclassified,,HR Policy & Advice,01.03.02,402710 - People,402710,"272,820.40"
Current,2, Ungrouped,-4, Unclassified,,HR Reporting & Analysis,01.03.03,402710 - People,402710,"414,687.10"
Current,2, Ungrouped,-4, Unclassified,,HR Strategy & Planning,01.03.04,402710 - People,402710,"616,574.20"
Current,2, Ungrouped,-4, Unclassified,,Information Management,01.01.05,403120 - IT Service Delivery,403120,"874,396.80"
Current,2, Ungrouped,-4, Unclassified,,Learning & Development,01.03.05,402710 - People,402710,"933,045.90"
Current,2, Ungrouped,-4, Unclassified,,Learning & Development,01.03.05,402810 - Learning & Development,402810,"1,878,647.00"
Current,2, Ungrouped,-4, Unclassified,,Ledger Management,01.02.09,501110 - CFO,501110,"395,673.40"
Current,2, Ungrouped,-4, Unclassified,,Legal Services,01.01.06,404650 - Legal Services,404650,"1,859,074.00"
Current,2, Ungrouped,-4, Unclassified,,Major Projects1,04.01.01,403130 - IT Professional Services,403130,"8,242,694.00"
Current,2, Ungrouped,-4, Unclassified,,Other Corporate Services,01.01.07,402460 - Parliamentary and Coordination Exec,402460,"538,505.90"
Current,2, Ungrouped,-4, Unclassified,,Other Corporate Services,01.01.07,402465 - Parliamentary Liaison and Coordination,402465,"401,184.30"
Current,2, Ungrouped,-4, Unclassified,,Other Corporate Services,01.01.07,402630 - Enterprise Management Office,402630,"111,635.20"
Current,2, Ungrouped,-4, Unclassified,,Other Financial Services,01.02.10,501110 - CFO,501110,"186,961.50"
Current,2, Ungrouped,-4, Unclassified,,Other HR Services,01.03.06,402710 - People,402710,"551,097.30"
Current,2, Ungrouped,-4, Unclassified,,Other Non Corporate - Comcare Premium,05.01.02,204100 - Procurement Policy,204100,"2,687,816.00"
